language,dataset,split,ipa_char,count
es,gsd,train,β,2
es,gsd,train,ǚ,2
es,gsd,train,ن,2
es,gsd,train,ح,2
es,gsd,train,ר,2
es,gsd,train,г,2
es,gsd,train,в,2
es,gsd,train,с,2
es,gsd,train,й,2
es,gsd,train,̇,2
es,gsd,train,̌,2
es,gsd,train,♯,2
es,gsd,train,ù,2
es,gsd,train,س,2
es,gsd,train,ə,2
es,gsd,train,ৌ,2
es,gsd,train,天,2
es,gsd,train,下,2
es,gsd,train,第,2
es,gsd,train,一,2
es,gsd,train,关,2
es,gsd,train,п,2
es,gsd,train,ɔ,2
es,gsd,train,ग,2
es,gsd,train,ẁ,1
es,gsd,train,ì,1
es,gsd,train,ج,1
es,gsd,train,ụ,1
es,gsd,train,̄,1
es,gsd,train,ء,1
es,gsd,train,ف,1
es,gsd,train,و,1
es,gsd,train,ة,1
es,gsd,train,ט,1
es,gsd,train,ְ,1
es,gsd,train,ֵ,1
es,gsd,train,פ,1
es,gsd,train,ָ,1
es,gsd,train,ה,1
es,gsd,train,χ,1
es,gsd,train,ф,1
es,gsd,train,ё,1
es,gsd,train,д,1
es,gsd,train,ч,1
es,gsd,train,円,1
es,gsd,train,銭,1
es,gsd,train,が,1
es,gsd,train,ぎ,1
es,gsd,train,ぐ,1
es,gsd,train,げ,1
es,gsd,train,ご,1
es,gsd,train,_,1
es,gsd,train,№,1
es,gsd,train,û,1
es,gsd,train,†,1
es,gsd,train,上,1
es,gsd,train,海,1
es,gsd,train,申,1
es,gsd,train,花,1
es,gsd,train,غ,1
es,gsd,train,د,1
es,gsd,train,ɛ,1
es,gsd,train,ē,1
es,gsd,train,ᾶ,1
es,gsd,train,ê,1
es,gsd,train,з,1
es,gsd,train,স,1
es,gsd,train,ু,1
es,gsd,train,ী,1
es,gsd,train,ভ,1
es,gsd,train,ি,1
es,gsd,train,ক,1
es,gsd,train,雄,1
es,gsd,train,ῦ,1
es,gsd,train,ἀ,1
es,gsd,train,ß,1
es,gsd,train,ס,1
es,gsd,train,ע,1
es,gsd,train,þ,1
es,gsd,train,ʂ,1
es,gsd,train,ː,1
es,gsd,train,औ,1
es,gsd,train,र,1
es,gsd,train,ं,1
es,gsd,train,ब,1
es,gsd,train,द,1
es,gsd,train,व,1
es,gsd,train,ि,1
es,gsd,train,भ,1
es,gsd,train,ط,1
es,gsd,train,ر,1
es,gsd,train,ي,1
es,gsd,train,ů,1
es,gsd,train,σ,1
es,gsd,train,ŵ,1
es,gsd,train,ⓣ,1
fa,perdt,dev,ɒ,13734
fa,perdt,dev,j,8392
fa,perdt,dev,r,7704
fa,perdt,dev,d,7129
fa,perdt,dev,h,6499
fa,perdt,dev,n,6174
fa,perdt,dev,m,5332
fa,perdt,dev,v,4651
fa,perdt,dev,t,4214
fa,perdt,dev,b,3797
fa,perdt,dev,s,3031
fa,perdt,dev,k,2943
fa,perdt,dev,z,2449
fa,perdt,dev,ʃ,2213
fa,perdt,dev,‌,1949
fa,perdt,dev,l,1937
fa,perdt,dev,ʔ,1467
fa,perdt,dev,.,1377
fa,perdt,dev,x,1372
fa,perdt,dev,ɣ,1166
fa,perdt,dev,f,1156
fa,perdt,dev,ɡ,973
fa,perdt,dev,d͡ʒ,828
fa,perdt,dev,پ,632
fa,perdt,dev,،,612
fa,perdt,dev,t͡ʃ,409
fa,perdt,dev,bv,377
fa,perdt,dev,ŋ,193
fa,perdt,dev,ي,73
fa,perdt,dev,tʃ,72
fa,perdt,dev,0,69
fa,perdt,dev,ʒ,67
fa,perdt,dev,ts,66
fa,perdt,dev,؟,58
fa,perdt,dev,1,56
fa,perdt,dev,ً,53
fa,perdt,dev,"""",40
fa,perdt,dev,2,40
fa,perdt,dev,(,38
fa,perdt,dev,),38
fa,perdt,dev,:,38
fa,perdt,dev,«,36
fa,perdt,dev,»,36
fa,perdt,dev,5,31
fa,perdt,dev,3,31
fa,perdt,dev,!,28
fa,perdt,dev,4,26
fa,perdt,dev,9,20
fa,perdt,dev,؛,17
fa,perdt,dev,6,15
fa,perdt,dev,7,13
fa,perdt,dev,8,9
fa,perdt,dev,e,8
fa,perdt,dev,o,7
fa,perdt,dev,dz,6
fa,perdt,dev,-,5
fa,perdt,dev,i,5
fa,perdt,dev,ء,5
fa,perdt,dev,a,5
fa,perdt,dev,c,4
fa,perdt,dev,[,3
fa,perdt,dev,],3
fa,perdt,dev,/,2
fa,perdt,dev,%,1
fa,perdt,dev,٬,1
fa,perdt,dev,g,1
fa,perdt,test,ɒ,12862
fa,perdt,test,j,8229
fa,perdt,test,r,7384
fa,perdt,test,d,6979
fa,perdt,test,h,6232
fa,perdt,test,n,6042
fa,perdt,test,m,5167
fa,perdt,test,v,4700
fa,perdt,test,t,3956
fa,perdt,test,b,3599
fa,perdt,test,k,3115
fa,perdt,test,s,2945
fa,perdt,test,z,2268
fa,perdt,test,l,2057
fa,perdt,test,ʃ,2046
fa,perdt,test,‌,1859
fa,perdt,test,ʔ,1448
fa,perdt,test,x,1372
fa,perdt,test,.,1366
fa,perdt,test,ɣ,1181
fa,perdt,test,f,1054
fa,perdt,test,ɡ,974
fa,perdt,test,d͡ʒ,800
fa,perdt,test,پ,606
fa,perdt,test,،,460
fa,perdt,test,t͡ʃ,338
fa,perdt,test,bv,270
fa,perdt,test,ŋ,173
fa,perdt,test,0,75
fa,perdt,test,ي,75
fa,perdt,test,1,74
fa,perdt,test,؟,71
fa,perdt,test,ً,56
fa,perdt,test,ts,54
fa,perdt,test,ʒ,52
fa,perdt,test,tʃ,49
fa,perdt,test,2,47
fa,perdt,test,(,45
fa,perdt,test,),45
fa,perdt,test,!,30
fa,perdt,test,3,29
fa,perdt,test,:,29
fa,perdt,test,«,28
fa,perdt,test,»,28
fa,perdt,test,"""",26
fa,perdt,test,9,25
fa,perdt,test,5,18
fa,perdt,test,8,18
fa,perdt,test,4,17
fa,perdt,test,6,17
fa,perdt,test,ء,11
fa,perdt,test,7,10
fa,perdt,test,-,8
fa,perdt,test,؛,8
fa,perdt,test,c,7
fa,perdt,test,a,7
fa,perdt,test,o,7
fa,perdt,test,e,6
fa,perdt,test,i,4
fa,perdt,test,g,3
fa,perdt,test,ة,2
fa,perdt,test,%,2
fa,perdt,test,+,1
fa,perdt,test,dz,1
fa,perdt,test,u,1
fa,perdt,test,p,1
fa,perdt,train,ɒ,244826
fa,perdt,train,j,151081
fa,perdt,train,r,140114
fa,perdt,train,d,130911
fa,perdt,train,h,117585
fa,perdt,train,n,112186
fa,perdt,train,m,96238
fa,perdt,train,v,87043
fa,perdt,train,t,76524
fa,perdt,train,b,67342
fa,perdt,train,k,55478
fa,perdt,train,s,55081
fa,perdt,train,z,43107
fa,perdt,train,ʃ,38928
fa,perdt,train,l,37382
fa,perdt,train,‌,34260
fa,perdt,train,ʔ,27007
fa,perdt,train,x,25216
fa,perdt,train,.,24683
fa,perdt,train,ɣ,21330
fa,perdt,train,f,20524
fa,perdt,train,ɡ,18239
fa,perdt,train,d͡ʒ,14977
fa,perdt,train,پ,11519
fa,perdt,train,،,9508
fa,perdt,train,t͡ʃ,6855
fa,perdt,train,bv,5449
fa,perdt,train,ŋ,3119
fa,perdt,train,ي,1492
fa,perdt,train,0,1241
fa,perdt,train,ts,1170
fa,perdt,train,ً,1089
fa,perdt,train,؟,1089
fa,perdt,train,tʃ,1070
fa,perdt,train,1,1023
fa,perdt,train,ʒ,1007
fa,perdt,train,(,760
fa,perdt,train,),760
fa,perdt,train,2,727
fa,perdt,train,"""",576
fa,perdt,train,!,548
fa,perdt,train,:,531
fa,perdt,train,«,529
fa,perdt,train,»,528
fa,perdt,train,5,521
fa,perdt,train,3,509
fa,perdt,train,8,375
fa,perdt,train,4,361
fa,perdt,train,9,332
fa,perdt,train,6,291
fa,perdt,train,7,286
fa,perdt,train,ء,218
fa,perdt,train,؛,213
fa,perdt,train,-,165
fa,perdt,train,e,122
fa,perdt,train,a,116
fa,perdt,train,i,101
fa,perdt,train,o,86
fa,perdt,train,dz,77
fa,perdt,train,c,58
fa,perdt,train,p,53
fa,perdt,train,g,40
fa,perdt,train,u,35
fa,perdt,train,/,32
fa,perdt,train,ة,31
fa,perdt,train,w,21
fa,perdt,train,…,19
fa,perdt,train,[,18
fa,perdt,train,],18
fa,perdt,train,',16
fa,perdt,train,y,14
fa,perdt,train,dʒ,9
fa,perdt,train,q,9
fa,perdt,train,%,6
fa,perdt,train,٬,4
fa,perdt,train,ّ,4
fa,perdt,train,+,3
fa,perdt,train,ٌ,2
fa,perdt,train,&,2
fa,perdt,train,<,1
fa,perdt,train,>,1
fa,perdt,train,‪,1
fa,perdt,train,‬,1
fa,perdt,train,×,1
fa,perdt,train,",",1
fa,perdt,train,ö,1
fa,perdt,train,ْ,1
fa,perdt,train,٫,1
fa,seraji,dev,ɒ,8933
fa,seraji,dev,j,5471
fa,seraji,dev,r,5144
fa,seraji,dev,h,4266
fa,seraji,dev,d,4163
fa,seraji,dev,n,4034
fa,seraji,dev,v,3358
fa,seraji,dev,m,3207
fa,seraji,dev,t,2996
fa,seraji,dev,b,2443
fa,seraji,dev,s,2212
fa,seraji,dev,z,1650
fa,seraji,dev,k,1629
fa,seraji,dev,l,1471
fa,seraji,dev,ʃ,1390
fa,seraji,dev,‌,1067
fa,seraji,dev,f,857
fa,seraji,dev,ʔ,841
fa,seraji,dev,x,829
fa,seraji,dev,ɣ,766
fa,seraji,dev,ɡ,675
fa,seraji,dev,d͡ʒ,587
fa,seraji,dev,.,548
fa,seraji,dev,،,497
fa,seraji,dev,پ,397
fa,seraji,dev,t͡ʃ,200
fa,seraji,dev,:,150
fa,seraji,dev,ŋ,135
fa,seraji,dev,bv,116
fa,seraji,dev,۰,89
fa,seraji,dev,ي,62
fa,seraji,dev,۲,57
fa,seraji,dev,ʒ,56
fa,seraji,dev,۵,49
fa,seraji,dev,۱,47
fa,seraji,dev,ts,40
fa,seraji,dev,-,32
fa,seraji,dev,۷,31
fa,seraji,dev,tʃ,30
fa,seraji,dev,۳,30
fa,seraji,dev,),30
fa,seraji,dev,(,30
fa,seraji,dev,۹,30
fa,seraji,dev,۸,23
fa,seraji,dev,۶,22
fa,seraji,dev,"""",20
fa,seraji,dev,۴,18
fa,seraji,dev,ً,17
fa,seraji,dev,؟,17
fa,seraji,dev,!,14
fa,seraji,dev,/,10
fa,seraji,dev,ء,8
fa,seraji,dev,ُ,6
fa,seraji,dev,…,5
fa,seraji,dev,؛,5
fa,seraji,dev,ى,3
fa,seraji,dev,dz,3
fa,seraji,dev,e,2
fa,seraji,dev,ٕ,1
fa,seraji,dev,æ,1
fa,seraji,test,ɒ,9082
fa,seraji,test,j,5489
fa,seraji,test,r,5210
fa,seraji,test,h,4396
fa,seraji,test,d,4085
fa,seraji,test,n,3853
fa,seraji,test,m,3331
fa,seraji,test,t,3147
fa,seraji,test,v,3141
fa,seraji,test,b,2375
fa,seraji,test,s,2279
fa,seraji,test,z,1759
fa,seraji,test,k,1616
fa,seraji,test,l,1456
fa,seraji,test,ʃ,1444
fa,seraji,test,‌,1069
fa,seraji,test,ʔ,954
fa,seraji,test,f,824
fa,seraji,test,ɣ,824
fa,seraji,test,ɡ,749
fa,seraji,test,x,735
fa,seraji,test,d͡ʒ,582
fa,seraji,test,.,550
fa,seraji,test,،,511
fa,seraji,test,پ,348
fa,seraji,test,t͡ʃ,199
fa,seraji,test,bv,188
fa,seraji,test,:,144
fa,seraji,test,ŋ,136
fa,seraji,test,۱,85
fa,seraji,test,۰,76
fa,seraji,test,ts,72
fa,seraji,test,ي,64
fa,seraji,test,ً,47
fa,seraji,test,۲,45
fa,seraji,test,ʒ,44
fa,seraji,test,۹,43
fa,seraji,test,۳,39
fa,seraji,test,-,36
fa,seraji,test,tʃ,35
fa,seraji,test,۵,34
fa,seraji,test,۷,29
fa,seraji,test,),28
fa,seraji,test,(,28
fa,seraji,test,۶,25
fa,seraji,test,۴,24
fa,seraji,test,؟,20
fa,seraji,test,۸,20
fa,seraji,test,!,15
fa,seraji,test,…,14
fa,seraji,test,/,11
fa,seraji,test,"""",8
fa,seraji,test,ء,5
fa,seraji,test,ى,4
fa,seraji,test,dz,3
fa,seraji,test,ُ,2
fa,seraji,test,dʒ,1
fa,seraji,train,ɒ,65643
fa,seraji,train,j,42057
fa,seraji,train,r,35458
fa,seraji,train,h,32220
fa,seraji,train,d,31627
fa,seraji,train,n,30779
fa,seraji,train,m,26485
fa,seraji,train,v,23574
fa,seraji,train,t,21457
fa,seraji,train,b,17496
fa,seraji,train,s,16131
fa,seraji,train,k,12589
fa,seraji,train,z,11666
fa,seraji,train,l,10750
fa,seraji,train,ʃ,10482
fa,seraji,train,‌,8083
fa,seraji,train,ʔ,6904
fa,seraji,train,f,5966
fa,seraji,train,ɣ,5877
fa,seraji,train,x,5545
fa,seraji,train,ɡ,4820
fa,seraji,train,d͡ʒ,4545
fa,seraji,train,.,4335
fa,seraji,train,،,3857
fa,seraji,train,پ,2705
fa,seraji,train,t͡ʃ,1962
fa,seraji,train,bv,1369
fa,seraji,train,ŋ,946
fa,seraji,train,:,789
fa,seraji,train,ي,502
fa,seraji,train,؛,406
fa,seraji,train,ʒ,380
fa,seraji,train,۱,363
fa,seraji,train,۰,354
fa,seraji,train,۲,285
fa,seraji,train,ts,270
fa,seraji,train,ً,264
fa,seraji,train,؟,245
fa,seraji,train,tʃ,242
fa,seraji,train,۹,198
fa,seraji,train,(,195
fa,seraji,train,),193
fa,seraji,train,۵,175
fa,seraji,train,۳,169
fa,seraji,train,۷,162
fa,seraji,train,!,159
fa,seraji,train,۸,148
fa,seraji,train,۴,147
fa,seraji,train,۶,123
fa,seraji,train,-,119
fa,seraji,train,…,82
fa,seraji,train,«,67
fa,seraji,train,»,67
fa,seraji,train,"""",62
fa,seraji,train,/,53
fa,seraji,train,[,45
fa,seraji,train,],45
fa,seraji,train,e,41
fa,seraji,train,ء,40
fa,seraji,train,dz,16
fa,seraji,train,ى,12
fa,seraji,train,ُ,6
fa,seraji,train,a,5
fa,seraji,train,y,3
fa,seraji,train,ٕ,3
fa,seraji,train,dʒ,2
fa,seraji,train,c,2
fa,seraji,train,i,2
fa,seraji,train,g,2
fa,seraji,train,w,2
fa,seraji,train,p,1
fa,seraji,train,o,1
fa,seraji,train,u,1
fa,seraji,train,=,1
fa,seraji,train,*,1
fr,fqb,test,ɛ,9915
fr,fqb,test,l,6063
fr,fqb,test,s,5892
fr,fqb,test,t,5432
fr,fqb,test,a,5262
fr,fqb,test,ʀ,4953
fr,fqb,test,k,4332
fr,fqb,test,i,3769
fr,fqb,test,ɔ,3687
fr,fqb,test,d,3561
fr,fqb,test,̃,3260
fr,fqb,test,n,3063
fr,fqb,test,ə,2892
fr,fqb,test,?,2228
fr,fqb,test,e,2204
fr,fqb,test,p,2154
fr,fqb,test,ɑ,2076
fr,fqb,test,m,1934
fr,fqb,test,y,1856
fr,fqb,test,j,1669
fr,fqb,test,v,1091
fr,fqb,test,-,1060
fr,fqb,test,',1047
fr,fqb,test,f,889
fr,fqb,test,b,853
fr,fqb,test,ʒ,777
fr,fqb,test,z,763
fr,fqb,test,u,653
fr,fqb,test,ɡ,616
fr,fqb,test,w,563
fr,fqb,test,o,442
fr,fqb,test,œ,390
fr,fqb,test,"""",362
fr,fqb,test,ɥ,308
fr,fqb,test,ʃ,283
fr,fqb,test,ù,190
fr,fqb,test,ɲ,154
fr,fqb,test,ts,153
fr,fqb,test,",",127
fr,fqb,test,9,102
fr,fqb,test,.,99
fr,fqb,test,1,91
fr,fqb,test,̀,85
fr,fqb,test,0,34
fr,fqb,test,8,25
fr,fqb,test,̂,24
fr,fqb,test,2,22
fr,fqb,test,3,21
fr,fqb,test,tʃ,18
fr,fqb,test,4,16
fr,fqb,test,7,15
fr,fqb,test,(,14
fr,fqb,test,),14
fr,fqb,test,5,12
fr,fqb,test,:,11
fr,fqb,test,6,9
fr,fqb,test,é,6
fr,fqb,test,dʒ,6
fr,fqb,test,/,4
fr,fqb,test,ø,2
fr,fqb,test,́,2
fr,fqb,test,&,2
fr,fqb,test,½,1
fr,fqb,test,$,1
fr,fqb,test,!,1
fr,gsd,dev,ɛ,14775
fr,gsd,dev,s,11569
fr,gsd,dev,ʀ,9948
fr,gsd,dev,a,8836
fr,gsd,dev,t,8453
fr,gsd,dev,l,7628
fr,gsd,dev,i,6207
fr,gsd,dev,d,6055
fr,gsd,dev,ɔ,5796
fr,gsd,dev,̃,5716
fr,gsd,dev,n,5041
fr,gsd,dev,k,4778
fr,gsd,dev,ə,4513
fr,gsd,dev,p,3929
fr,gsd,dev,e,3626
fr,gsd,dev,ɑ,3626
fr,gsd,dev,y,3146
fr,gsd,dev,m,3110
fr,gsd,dev,j,2757
fr,gsd,dev,v,1870
fr,gsd,dev,",",1596
fr,gsd,dev,.,1473
fr,gsd,dev,',1453
fr,gsd,dev,z,1419
fr,gsd,dev,b,1408
fr,gsd,dev,f,1400
fr,gsd,dev,u,1309
fr,gsd,dev,ʒ,1149
fr,gsd,dev,o,1034
fr,gsd,dev,ɡ,979
fr,gsd,dev,œ,820
fr,gsd,dev,w,747
fr,gsd,dev,ɥ,596
fr,gsd,dev,1,565
fr,gsd,dev,ʃ,563
fr,gsd,dev,-,438
fr,gsd,dev,0,428
fr,gsd,dev,9,341
fr,gsd,dev,2,308
fr,gsd,dev,ts,260
fr,gsd,dev,(,232
fr,gsd,dev,),232
fr,gsd,dev,8,184
fr,gsd,dev,ɲ,180
fr,gsd,dev,3,179
fr,gsd,dev,̀,164
fr,gsd,dev,6,157
fr,gsd,dev,5,149
fr,gsd,dev,7,146
fr,gsd,dev,4,127
fr,gsd,dev,"""",79
fr,gsd,dev,:,76
fr,gsd,dev,«,65
fr,gsd,dev,»,58
fr,gsd,dev,̂,45
fr,gsd,dev,!,33
fr,gsd,dev,ù,30
fr,gsd,dev,?,29
fr,gsd,dev,%,29
fr,gsd,dev,tʃ,22
fr,gsd,dev,́,19
fr,gsd,dev,ø,17
fr,gsd,dev,;,16
fr,gsd,dev,/,15
fr,gsd,dev,dʒ,15
fr,gsd,dev,é,14
fr,gsd,dev,е,8
fr,gsd,dev,°,7
fr,gsd,dev,̄,5
fr,gsd,dev,а,5
fr,gsd,dev,ド,4
fr,gsd,dev,н,4
fr,gsd,dev,ţ,3
fr,gsd,dev,ă,3
fr,gsd,dev,€,3
fr,gsd,dev,ー,3
fr,gsd,dev,dz,3
fr,gsd,dev,р,3
fr,gsd,dev,ú,2
fr,gsd,dev,ş,2
fr,gsd,dev,â,2
fr,gsd,dev,ǩ,2
fr,gsd,dev,ä,2
fr,gsd,dev,bv,2
fr,gsd,dev,+,2
fr,gsd,dev,д,2
fr,gsd,dev,и,2
fr,gsd,dev,к,2
fr,gsd,dev,ÿ,2
fr,gsd,dev,в,2
fr,gsd,dev,ȳ,1
fr,gsd,dev,pf,1
fr,gsd,dev,ḱ,1
fr,gsd,dev,ẙ,1
fr,gsd,dev,リ,1
fr,gsd,dev,オ,1
fr,gsd,dev,|,1
fr,gsd,dev,ł,1
fr,gsd,dev,ą,1
fr,gsd,dev,ń,1
fr,gsd,dev,&,1
fr,gsd,dev,æ,1
fr,gsd,dev,̈,1
fr,gsd,dev,п,1
fr,gsd,dev,о,1
fr,gsd,dev,б,1
fr,gsd,dev,[,1
fr,gsd,dev,],1
fr,gsd,dev,т,1
fr,gsd,dev,с,1
fr,gsd,dev,г,1
fr,gsd,dev,ã,1
fr,gsd,dev,γ,1
fr,gsd,dev,τ,1
fr,gsd,dev,ε,1
fr,gsd,dev,λ,1
fr,gsd,dev,α,1
fr,gsd,dev,μ,1
fr,gsd,dev,ώ,1
fr,gsd,dev,ν,1
fr,gsd,dev,ó,1
fr,gsd,test,ɛ,3832
fr,gsd,test,s,3225
fr,gsd,test,ʀ,2635
fr,gsd,test,a,2385
fr,gsd,test,t,2309
fr,gsd,test,l,1941
fr,gsd,test,i,1611
fr,gsd,test,d,1570
fr,gsd,test,̃,1537
fr,gsd,test,ɔ,1503
fr,gsd,test,n,1348
fr,gsd,test,k,1312
fr,gsd,test,ə,1233
fr,gsd,test,p,1076
fr,gsd,test,e,1034
fr,gsd,test,ɑ,943
fr,gsd,test,m,851
fr,gsd,test,y,795
fr,gsd,test,j,701
fr,gsd,test,",",506
fr,gsd,test,v,499
fr,gsd,test,u,476
fr,gsd,test,',467
fr,gsd,test,.,416
fr,gsd,test,f,409
fr,gsd,test,b,385
fr,gsd,test,z,364
fr,gsd,test,ʒ,298
fr,gsd,test,o,288
fr,gsd,test,œ,238
fr,gsd,test,ɡ,233
fr,gsd,test,w,219
fr,gsd,test,ʃ,155
fr,gsd,test,ɥ,133
fr,gsd,test,0,127
fr,gsd,test,-,104
fr,gsd,test,1,100
fr,gsd,test,ts,85
fr,gsd,test,),71
fr,gsd,test,(,70
fr,gsd,test,2,68
fr,gsd,test,"""",54
fr,gsd,test,9,53
fr,gsd,test,̀,44
fr,gsd,test,8,44
fr,gsd,test,4,43
fr,gsd,test,ɲ,39
fr,gsd,test,5,34
fr,gsd,test,7,32
fr,gsd,test,!,32
fr,gsd,test,3,29
fr,gsd,test,:,29
fr,gsd,test,«,24
fr,gsd,test,»,22
fr,gsd,test,6,21
fr,gsd,test,%,18
fr,gsd,test,?,15
fr,gsd,test,̂,13
fr,gsd,test,/,13
fr,gsd,test,tʃ,8
fr,gsd,test,ù,6
fr,gsd,test,ø,6
fr,gsd,test,é,5
fr,gsd,test,;,4
fr,gsd,test,+,4
fr,gsd,test,€,3
fr,gsd,test,ŋ,3
fr,gsd,test,°,2
fr,gsd,test,́,2
fr,gsd,test,bv,1
fr,gsd,test,@,1
fr,gsd,test,dʒ,1
fr,gsd,test,â,1
fr,gsd,test,ś,1
fr,gsd,test,đ,1
fr,gsd,test,ị,1
fr,gsd,test,̣,1
fr,gsd,test,ń,1
fr,gsd,train,ɛ,145944
fr,gsd,train,s,114452
fr,gsd,train,ʀ,98077
fr,gsd,train,a,87989
fr,gsd,train,t,85187
fr,gsd,train,l,74713
fr,gsd,train,i,60762
fr,gsd,train,d,59604
fr,gsd,train,ɔ,57837
fr,gsd,train,̃,56792
fr,gsd,train,n,50171
fr,gsd,train,k,47282
fr,gsd,train,ə,44682
fr,gsd,train,p,39157
fr,gsd,train,e,36356
fr,gsd,train,ɑ,35803
fr,gsd,train,y,30910
fr,gsd,train,m,30475
fr,gsd,train,j,27678
fr,gsd,train,v,18624
fr,gsd,train,",",16883
fr,gsd,train,f,15218
fr,gsd,train,',15027
fr,gsd,train,.,14351
fr,gsd,train,b,14010
fr,gsd,train,z,13235
fr,gsd,train,u,12952
fr,gsd,train,ʒ,11534
fr,gsd,train,ɡ,9467
fr,gsd,train,o,9302
fr,gsd,train,œ,8106
fr,gsd,train,w,7275
fr,gsd,train,ʃ,5926
fr,gsd,train,ɥ,5796
fr,gsd,train,1,5608
fr,gsd,train,-,4630
fr,gsd,train,0,4226
fr,gsd,train,9,3206
fr,gsd,train,2,2932
fr,gsd,train,ts,2788
fr,gsd,train,),2213
fr,gsd,train,(,2212
fr,gsd,train,8,1788
fr,gsd,train,ɲ,1687
fr,gsd,train,̀,1598
fr,gsd,train,5,1585
fr,gsd,train,3,1456
fr,gsd,train,7,1454
fr,gsd,train,6,1451
fr,gsd,train,4,1407
fr,gsd,train,«,866
fr,gsd,train,"""",823
fr,gsd,train,»,814
fr,gsd,train,:,753
fr,gsd,train,̂,435
fr,gsd,train,ù,357
fr,gsd,train,!,306
fr,gsd,train,?,271
fr,gsd,train,%,249
fr,gsd,train,tʃ,238
fr,gsd,train,;,234
fr,gsd,train,/,156
fr,gsd,train,é,133
fr,gsd,train,dʒ,115
fr,gsd,train,́,96
fr,gsd,train,ø,85
fr,gsd,train,ÿ,43
fr,gsd,train,°,39
fr,gsd,train,€,39
fr,gsd,train,â,35
fr,gsd,train,[,32
fr,gsd,train,],32
fr,gsd,train,&,31
fr,gsd,train,ä,30
fr,gsd,train,а,28
fr,gsd,train,+,28
fr,gsd,train,и,27
fr,gsd,train,ǩ,24
fr,gsd,train,š,24
fr,gsd,train,̄,22
fr,gsd,train,ḱ,18
fr,gsd,train,̈,16
fr,gsd,train,о,16
fr,gsd,train,р,16
fr,gsd,train,ŋ,15
fr,gsd,train,ł,15
fr,gsd,train,$,14
fr,gsd,train,н,14
fr,gsd,train,е,13
fr,gsd,train,=,13
fr,gsd,train,²,12
fr,gsd,train,ȳ,11
fr,gsd,train,pf,11
fr,gsd,train,ā,11
fr,gsd,train,в,10
fr,gsd,train,б,10
fr,gsd,train,ş,10
fr,gsd,train,л,9
fr,gsd,train,ý,9
fr,gsd,train,dz,8
fr,gsd,train,т,8
fr,gsd,train,ч,8
fr,gsd,train,ž,8
fr,gsd,train,æ,8
fr,gsd,train,ń,7
fr,gsd,train,å,7
fr,gsd,train,ă,7
fr,gsd,train,̌,6
fr,gsd,train,с,6
fr,gsd,train,ţ,6
fr,gsd,train,д,6
fr,gsd,train,ц,6
fr,gsd,train,̛,6
fr,gsd,train,к,6
fr,gsd,train,bv,6
fr,gsd,train,п,5
fr,gsd,train,у,5
fr,gsd,train,ż,5
fr,gsd,train,*,5
fr,gsd,train,ī,5
fr,gsd,train,ј,5
fr,gsd,train,ã,4
fr,gsd,train,м,4
fr,gsd,train,я,4
fr,gsd,train,`,4
fr,gsd,train,−,4
fr,gsd,train,г,4
fr,gsd,train,{,4
fr,gsd,train,ö,4
fr,gsd,train,ü,4
fr,gsd,train,ω,3
fr,gsd,train,†,3
fr,gsd,train,>,3
fr,gsd,train,×,3
fr,gsd,train,#,3
fr,gsd,train,ш,3
fr,gsd,train,ћ,3
fr,gsd,train,},3
fr,gsd,train,₂,3
fr,gsd,train,̨,3
fr,gsd,train,临,2
fr,gsd,train,济,2
fr,gsd,train,ľ,2
fr,gsd,train,њ,2
fr,gsd,train,′,2
fr,gsd,train,ㅇ,2
fr,gsd,train,º,2
fr,gsd,train,—,2
fr,gsd,train,±,2
fr,gsd,train,ð,2
fr,gsd,train,£,2
fr,gsd,train,宿,2
fr,gsd,train,љ,2
fr,gsd,train,̋,2
fr,gsd,train,ذ,2
fr,gsd,train,义,1
fr,gsd,train,玄,1
fr,gsd,train,ʿ,1
fr,gsd,train,х,1
fr,gsd,train,щ,1
fr,gsd,train,ф,1
fr,gsd,train,ё,1
fr,gsd,train,·,1
fr,gsd,train,ㄱ,1
fr,gsd,train,ㅏ,1
fr,gsd,train,ㅅ,1
fr,gsd,train,ㅓ,1
fr,gsd,train,ㅎ,1
fr,gsd,train,ㅗ,1
fr,gsd,train,ả,1
fr,gsd,train,̉,1
fr,gsd,train,ỵ,1
fr,gsd,train,ỷ,1
fr,gsd,train,ậ,1
fr,gsd,train,井,1
fr,gsd,train,上,1
fr,gsd,train,慎,1
fr,gsd,train,介,1
fr,gsd,train,ь,1
fr,gsd,train,й,1
fr,gsd,train,園,1
fr,gsd,train,部,1
fr,gsd,train,町,1
fr,gsd,train,̆,1
fr,gsd,train,ı,1
fr,gsd,train,م,1
fr,gsd,train,د,1
fr,gsd,train,ج,1
fr,gsd,train,ن,1
fr,gsd,train,伎,1
fr,gsd,train,楽,1
fr,gsd,train,з,1
fr,gsd,train,規,1
fr,gsd,train,則,1
fr,gsd,train,|,1
fr,gsd,train,͡,1
fr,gsd,train,ʂ,1
fr,gsd,train,ɨ,1
fr,gsd,train,芦,1
fr,gsd,train,田,1
fr,gsd,train,γ,1
fr,gsd,train,_,1
fr,gsd,train,大,1
fr,gsd,train,宮,1
fr,gsd,train,ô,1
fr,gsd,train,ɟ,1
fr,gsd,train,³,1
fr,gsd,train,џ,1
fr,gsd,train,胡,1
fr,gsd,train,粉,1
fr,gsd,train,ش,1
fr,gsd,train,ر,1
